セックスマシーン,もっと！もっと！あ、も～っと光を！,db/seed_data/artist_images/セックスマシーン.jpg
セックスマシーン,ニューアルバムリリースツアー,デンテツターミナルビル,2022-03-12T17:00:00+00:00,2022-03-12T18:00:00+00:00,133.54318,33.55967
